iter	Logloss
148	0.4932330943
149	0.4929504821
150	0.4925876944
151	0.492316399
152	0.4921084767
153	0.4917821574
154	0.4915358501
155	0.4912346352
156	0.4908040208
157	0.4906006131
158	0.4903527168
159	0.4899835191
160	0.4897349382
161	0.48949974
162	0.4892557697
163	0.4888864783
164	0.4885357519
165	0.4883316317
166	0.4880395346
167	0.487802846
168	0.4875345533
169	0.487214778
170	0.4869042355
171	0.48664167
172	0.4863782517
173	0.486088016
174	0.4857772963
175	0.4854808622
176	0.4851453128
177	0.4848337353
178	0.4845282213
179	0.4843727377
180	0.4841424133
181	0.4838449796
182	0.48352872
183	0.4832999961
184	0.4830809272
185	0.4828364765
186	0.4825964661
187	0.4823128929
188	0.4820671227
189	0.4818021083
190	0.4816324153
191	0.4813673925
192	0.4811600427
193	0.4809631752
194	0.4806885858
195	0.4805305024
196	0.4803041747
197	0.4801147338
198	0.4798569944
199	0.4797232682
200	0.4794846961
201	0.4792213813
202	0.4790430774
203	0.478853304
204	0.4785870312
205	0.4783646373
206	0.4781386214
207	0.477856174
208	0.4776759213
209	0.4774349619
210	0.4771195058
211	0.4768861808
212	0.4767085575
213	0.4764924474
214	0.4762442877
215	0.4759696742
216	0.4757932199
217	0.4756303208
218	0.4753444252
219	0.4751260055
220	0.4749344274
221	0.474736943
222	0.4744917583
223	0.4743580479
224	0.4741177466
225	0.4739185149
226	0.4737105182
227	0.4735519141
228	0.4734213859
229	0.4731105793
230	0.4729185514
231	0.4726841587
232	0.4723482106
233	0.4721865951
234	0.4719363706
235	0.4715549443
236	0.471393583
237	0.4711453472
238	0.4708840781
239	0.4706313296
240	0.470440293
241	0.4702113995
242	0.4700476423
243	0.4698622862
244	0.4696556573
245	0.4694835557
246	0.4693219962
247	0.4691929704
248	0.4689969077
249	0.4687775378
250	0.4686710441
251	0.4684994111
252	0.4682958069
253	0.4681365564
254	0.4679775644
255	0.4678314351
256	0.4676307719
257	0.4674522092
258	0.4672947826
259	0.4670724338
260	0.4668468216
261	0.4665873415
262	0.4663546658
263	0.4661409602
264	0.4659503165
265	0.4657583628
266	0.4655960244
267	0.4654370717
268	0.465244701
269	0.465131112
270	0.4649923375
271	0.4648566874
272	0.4646231578
273	0.4644753198
274	0.4642358903
275	0.4640033704
276	0.4638658694
277	0.4636292382
278	0.4634622461
279	0.4633788887
280	0.4632094911
281	0.4630604998
282	0.4629153938
283	0.4627072242
284	0.462566634
285	0.4624509587
286	0.4621819515
287	0.4620083379
288	0.4617561578
289	0.4615805822
290	0.4613800874
291	0.4612812951
292	0.4611743806
293	0.4609394304
294	0.4607502599
295	0.4606254207
296	0.4604009871
297	0.4602031753
298	0.4599974374
299	0.4598362543
300	0.4596198626
301	0.4594112021
302	0.4591980204
303	0.4590153971
304	0.458909088
305	0.4587793041
306	0.4586251451
307	0.4585426888
308	0.4583520102
309	0.4581435066
310	0.458077907
311	0.4579291516
312	0.4577747712
313	0.4576217313
314	0.4573932649
315	0.4572487428
316	0.4571048297
317	0.456807737
318	0.4566923442
319	0.4565532243
320	0.4562803473
321	0.4561600467
322	0.4560817056
323	0.4559300032
324	0.4556477361
325	0.4554046805
326	0.455229006
327	0.4551032918
328	0.4549779951
329	0.4547790053
330	0.4545788473
331	0.4543907726
332	0.4542736451
333	0.4541400313
334	0.4539932405
335	0.4537490042
336	0.4535032673
337	0.453307329
338	0.4530923136
339	0.4528430419
340	0.4527195666
341	0.4526359056
342	0.4523891339
343	0.4522282151
344	0.4520968594
345	0.4519928266
346	0.4518154771
347	0.4516612177
348	0.4515341949
349	0.4514225215
350	0.4511982786
351	0.4511820305
352	0.4510403182
353	0.4508387746
354	0.4507255236
355	0.4506245563
356	0.4505160306
357	0.4503448139
358	0.4502160508
359	0.4500422165
360	0.4498427448
361	0.4496407503
362	0.4495383017
363	0.4493530072
364	0.4491467686
365	0.4489597385
366	0.4488638163
367	0.4487239267
368	0.4486438154
369	0.4484993693
370	0.4483287914
371	0.4481746642
372	0.44792232
373	0.4477782804
374	0.4476612055
375	0.4474966156
376	0.4473797663
377	0.4472008372
378	0.4469519465
379	0.4467575646
380	0.4466591428
381	0.4465597509
382	0.4464481553
383	0.4463217815
384	0.446087491
385	0.4459388427
386	0.4458688827
387	0.4455837088
388	0.4453874146
389	0.4452067307
390	0.4450504684
391	0.4449368037
392	0.4448059984
393	0.4446841514
394	0.4445643466
395	0.4443469787
396	0.4441892291
397	0.4440837204
398	0.4439555819
399	0.4438831685
400	0.4437823777
401	0.4435527402
402	0.4434172147
403	0.4432665106
404	0.4431497534
405	0.4429911523
406	0.4428239
407	0.4427153402
408	0.4425597022
409	0.4425028175
410	0.4423120657
411	0.442189459
412	0.4420876292
413	0.4419265755
414	0.4417434961
415	0.441565724
416	0.4413185762
417	0.4412308268
418	0.4411197324
419	0.4409871274
420	0.4408199968
421	0.4406907038
422	0.4405347305
423	0.4403781007
424	0.4401689991
425	0.4400787387
426	0.4399004174
427	0.4397611369
428	0.4397072024
429	0.4395098302
430	0.4393911257
431	0.4392277715
432	0.4391528076
433	0.4389787098
434	0.4388735518
435	0.4387716556
436	0.4386130493
437	0.4385194408
438	0.4383009502
439	0.4381907353
440	0.4380217085
441	0.4379100061
442	0.4378185802
443	0.4377218341
444	0.4375880869
445	0.4374264359
446	0.4372982142
447	0.4371130461
448	0.4370616145
449	0.4369281696
450	0.4367549673
451	0.4366787604
452	0.4365762858
453	0.4365123524
454	0.4364348101
455	0.4363340905
456	0.4362196525
457	0.436005283
458	0.4358817738
459	0.4357279819
460	0.4356509715
461	0.4355102191
462	0.4353511118
463	0.435228643
464	0.4350101568
465	0.4348500653
466	0.4346789255
467	0.4344583793
468	0.434363167
469	0.4342455255
470	0.4341544781
471	0.434038862
472	0.4338803617
473	0.4337425873
474	0.4336018784
475	0.4335166014
476	0.4333435283
477	0.4332226575
478	0.4330982521
479	0.4329462955
480	0.4328173736
481	0.4326191486
482	0.4324776003
483	0.432371645
484	0.4322557921
485	0.4321369358
486	0.4320318452
487	0.4319941395
488	0.4318073035
489	0.4317037963
490	0.4315598347
491	0.431384092
492	0.4313203147
493	0.431130869
494	0.431042229
495	0.4308894643
496	0.4307140242
497	0.4305247049
498	0.4304313618
499	0.4302781975
500	0.430142759
501	0.4299581028
502	0.4298273429
503	0.4297407226
504	0.4296410978
505	0.4295124397
506	0.4293095433
507	0.4292119234
508	0.4290794446
509	0.4289397269
510	0.4287472535
511	0.4286481951
512	0.4284762389
513	0.4283783694
514	0.4283001632
515	0.4281371891
516	0.4279999295
517	0.4279224119
518	0.4277828462
519	0.4276336994
520	0.4274323809
521	0.4272867916
522	0.4271247029
523	0.4269650366
524	0.4268318168
525	0.4267525157
526	0.4266504688
527	0.4265226315
528	0.4263402976
529	0.42616572
530	0.4260033621
531	0.4258944342
532	0.4258011992
533	0.4256444958
534	0.4255223072
535	0.4254468763
536	0.4253352945
537	0.4251338095
538	0.4250007241
539	0.4248987497
540	0.4248011257
541	0.4246377352
542	0.4244343814
543	0.4243581425
544	0.4241832148
545	0.4240511401
546	0.4238876058
547	0.4237297069
548	0.4236369431
549	0.4234953572
550	0.4233676616
551	0.4232600608
552	0.4231228207
553	0.4229714459
554	0.4228376008
555	0.4227681744
556	0.4226117326
557	0.4224891961
558	0.4224152742
559	0.4222597848
560	0.4221897307
561	0.422016618
562	0.4218545322
563	0.421754349
564	0.4216300466
565	0.4214703857
566	0.421339994
567	0.4212150487
568	0.4211000123
569	0.420963848
570	0.4208599407
571	0.4207467596
572	0.4206136232
573	0.4205280857
574	0.420401227
575	0.4202873521
576	0.420173546
577	0.4199899391
578	0.4199400443
579	0.4198751388
580	0.4198210452
581	0.4197027412
582	0.419559002
583	0.4194604519
584	0.4193624711
585	0.4192503587
586	0.4191640972
587	0.4190352754
588	0.4189173759
589	0.4188200953
590	0.4186715181
591	0.4185493692
592	0.4184612725
593	0.4182881969
594	0.4181713531
595	0.4180815274
596	0.417895685
597	0.4176679221
598	0.417511415
599	0.4173904744
600	0.4172107114
601	0.4170342825
602	0.4168440121
603	0.4167417669
604	0.416624792
605	0.4165505925
606	0.4163657085
607	0.416231627
608	0.4161304407
609	0.4160196789
610	0.4158532602
611	0.4157447725
612	0.4156046807
613	0.4154066507
614	0.4153027804
615	0.415197266
616	0.4150338266
617	0.4149112502
618	0.4147840061
619	0.4147079559
620	0.4146008108
621	0.4144936237
622	0.4143438218
623	0.4141988674
624	0.4140786322
625	0.4139969208
626	0.413902315
627	0.4137879794
628	0.4136633851
629	0.4135729185
630	0.4134801065
631	0.4133163617
632	0.4132325541
633	0.413066631
634	0.4129189871
635	0.4128019281
636	0.4126372836
637	0.4124680468
638	0.4123132648
639	0.412170182
640	0.412056016
641	0.4119634545
642	0.4118393746
643	0.4117232215
644	0.4116208323
645	0.4115207511
646	0.4112836298
647	0.4111976361
648	0.4111128354
649	0.4109547318
650	0.4108377559
651	0.4107266232
652	0.4105272139
653	0.4103929524
654	0.4102174402
655	0.4100800228
656	0.409939122
657	0.4098167348
658	0.4097294855
659	0.4096324446
660	0.4094349793
661	0.4093402536
662	0.4091900107
663	0.409141098
664	0.4089335776
665	0.4088367366
666	0.4086815718
667	0.4084937803
668	0.4084292363
669	0.4082587279
670	0.4080865318
671	0.4080243858
672	0.4079044361
673	0.4077137593
674	0.4075606019
675	0.4074799968
676	0.407352959
677	0.4072598685
678	0.4071911892
679	0.4070976064
680	0.4070244799
681	0.4069487439
682	0.4068689802
683	0.4067190444
684	0.4065637549
685	0.4063369062
686	0.4062088368
687	0.4060908557
688	0.4059890174
689	0.4058827773
690	0.4057411934
691	0.4056667948
692	0.4056442886
693	0.4055230824
694	0.4054030356
695	0.4052540164
696	0.4050962396
697	0.4050021668
698	0.4048726039
699	0.4047913563
700	0.4046888839
701	0.4046027841
702	0.404440337
703	0.4043495722
704	0.4042447785
705	0.4041640301
706	0.4040613125
707	0.4038789744
708	0.4036885778
709	0.4035878681
710	0.4034062322
711	0.4031909648
712	0.4030274432
713	0.4029082228
714	0.4027912752
715	0.402731199
716	0.4026182552
717	0.4025232864
718	0.4023629496
719	0.4022096287
720	0.402052866
721	0.4019615618
722	0.4018422754
723	0.4017398931
724	0.4015828818
725	0.4014370448
726	0.401339607
727	0.4012134318
728	0.4011529047
729	0.4009938339
730	0.400892903
731	0.4007902266
732	0.4006884458
733	0.400559289
734	0.4004901148
735	0.4002675888
736	0.4001504674
737	0.4000817384
738	0.4000093697
739	0.399860963
740	0.3998047181
741	0.3996331265
742	0.3995204397
743	0.3993769112
744	0.3991693452
745	0.3991165669
746	0.3989937833
747	0.3988336186
748	0.3987541415
749	0.3986067662
750	0.3985728678
751	0.3984574991
752	0.3983761096
753	0.3982558985
754	0.3980896921
755	0.3979481296
756	0.3977735992
757	0.3976134344
758	0.397465899
759	0.3973566283
760	0.397253069
761	0.3971280494
762	0.3969838033
763	0.3968660966
764	0.396763357
765	0.3966585906
766	0.396493933
767	0.3964114239
768	0.3963372472
769	0.3962406083
770	0.3961067789
771	0.3959580191
772	0.3958964304
773	0.3957262782
774	0.3956074593
775	0.3954164462
776	0.3953341693
777	0.3952388605
778	0.3950533754
779	0.3949625395
780	0.3948944797
781	0.3947437897
782	0.3946139355
783	0.3944783342
784	0.3943830001
785	0.3943122607
786	0.3941176041
787	0.3939810203
788	0.3938762298
789	0.3937164407
790	0.3935608447
791	0.3933894561
792	0.3933453432
793	0.3932734658
794	0.3931486613
795	0.393011635
796	0.3928772723
797	0.3927219854
798	0.3926279461
799	0.3925095407
800	0.3924396336
801	0.3922960616
802	0.3921854307
803	0.3919968764
804	0.3918484424
805	0.3917521342
806	0.3916949408
807	0.3914832521
808	0.3914346337
809	0.3912953167
810	0.3911716739
811	0.3910309848
812	0.3908905503
813	0.3908025333
814	0.3906475666
815	0.3905167032
816	0.3904213703
817	0.390245652
818	0.3901717201
819	0.3900855687
820	0.3899309486
821	0.3898159145
822	0.389640602
823	0.3894750759
824	0.3893253106
825	0.3892799829
826	0.3891067141
827	0.3890034347
828	0.3888645264
829	0.3887271424
830	0.3885717234
831	0.3884528674
832	0.3883760562
833	0.3882528602
834	0.3880983626
835	0.3879907958
836	0.3877894241
837	0.3875898111
838	0.3874285459
839	0.387341034
840	0.3872373174
841	0.3871494462
842	0.3869834141
843	0.3867550476
844	0.3866180162
845	0.3864159699
846	0.3863023727
847	0.3862173982
848	0.3860914813
849	0.3859713595
850	0.3857964387
851	0.385703848
852	0.38556984
853	0.3854073433
854	0.3852539245
855	0.3851632867
856	0.385096613
857	0.3849433143
858	0.3847948934
859	0.384753933
860	0.3846346062
861	0.3844720685
862	0.384236192
863	0.3841250308
864	0.3840190322
865	0.3839153366
866	0.3837607091
867	0.3835280586
868	0.3834507444
869	0.3833023911
870	0.38316158
871	0.3830110904
872	0.3828615937
873	0.3825980347
874	0.3824293985
875	0.3822886596
876	0.382104772
877	0.3819321828
878	0.3818221706
879	0.3816121768
880	0.3814613149
881	0.3813732927
882	0.3812368139
883	0.3810898642
884	0.3809515556
885	0.38083055
886	0.3807061017
887	0.3805878027
888	0.3804571679
889	0.3803208768
890	0.3802465149
891	0.3801180973
892	0.3800584676
893	0.3799456253
894	0.3798400546
895	0.3797252749
896	0.3796242015
897	0.3794891667
898	0.3792543599
899	0.3791689814
900	0.3790480223
901	0.3789590104
902	0.3788548272
903	0.3787310645
904	0.3786510469
905	0.3786219668
906	0.3784956681
907	0.3783007592
908	0.3781324097
909	0.3779692026
910	0.3778253889
911	0.3777285605
912	0.3776184572
913	0.3775283518
914	0.3773614552
915	0.3772631439
916	0.3771504656
917	0.377037519
918	0.3768548489
919	0.3766923567
920	0.3765831881
921	0.3764052255
922	0.3762156556
923	0.3760515322
924	0.3759006721
925	0.3757645832
926	0.3755804202
927	0.3754443157
928	0.3752438469
929	0.3751249448
930	0.3750040161
931	0.3748721515
932	0.3746987049
933	0.3744653335
934	0.3743121612
935	0.3741734727
936	0.3740020966
937	0.3738657304
938	0.3737030778
939	0.3735631172
940	0.3734415612
941	0.3732338142
942	0.373129111
943	0.3729849641
944	0.3728175338
945	0.3726379471
946	0.3724619159
947	0.3723056811
948	0.3721576666
949	0.3719536264
950	0.3718302509
951	0.3716931863
952	0.3715720848
953	0.3714004172
954	0.3712515434
955	0.3712054808
956	0.3710948835
957	0.3709945132
958	0.3708286334
959	0.3707487204
960	0.3706024658
961	0.370461874
962	0.3703337694
963	0.370137345
964	0.3699989084
965	0.3698756085
966	0.3697863448
967	0.3696656709
968	0.3695021957
969	0.3693283252
970	0.3692072372
971	0.3690318565
972	0.3689242505
973	0.3687908504
974	0.3686511586
975	0.3684357927
976	0.3683119515
977	0.3681721582
978	0.3680372077
979	0.3677618728
980	0.3676461938
981	0.3673815961
982	0.3672228365
983	0.3670615481
984	0.3668254049
985	0.3666597936
986	0.3665481267
987	0.3663682095
988	0.3662852706
989	0.3661081856
990	0.3660281643
991	0.365867686
992	0.3657630473
993	0.3655781929
994	0.3654452368
995	0.3653328567
996	0.3652299799
997	0.3650806719
998	0.3649547431
999	0.3648231774
1000	0.3646767889
1001	0.3645336634
1002	0.3644063219
1003	0.3642515898
1004	0.3641078347
1005	0.3639660983
1006	0.3638600837
1007	0.3637212573
1008	0.363599484
1009	0.3634763746
1010	0.363300933
1011	0.363110942
1012	0.3629713448
1013	0.3627814516
1014	0.3625995799
1015	0.362475867
1016	0.3623227941
1017	0.3621981609
1018	0.3620665851
1019	0.3619145525
1020	0.3617510678
1021	0.3616663701
1022	0.3615402571
1023	0.3613667865
1024	0.3612250488
1025	0.3610846576
1026	0.3609239974
1027	0.3608196526
1028	0.3606625125
1029	0.3604711367
1030	0.3603049529
1031	0.3602290115
1032	0.3601164047
1033	0.35998638
1034	0.3598432902
1035	0.3597078631
1036	0.3595767162
1037	0.3594548767
1038	0.3593662613
1039	0.3591965839
1040	0.3590584005
1041	0.3589362498
1042	0.3586550321
1043	0.3585497262
1044	0.358390603
1045	0.358215958
1046	0.3581160759
1047	0.3579730439
1048	0.3578054294
1049	0.3576684068
1050	0.3575170329
1051	0.3573234958
1052	0.357185369
1053	0.3570586545
1054	0.3570180755
1055	0.3568869571
1056	0.3567305526
1057	0.356568526
1058	0.3563945464
1059	0.3562863383
1060	0.3561196717
1061	0.3559748964
1062	0.3558206971
1063	0.3556468511
1064	0.3555024349
1065	0.3553310434
1066	0.355119466
1067	0.3548999996
1068	0.3547465382
1069	0.354643984
1070	0.3545152331
1071	0.3542854977
1072	0.3541415759
1073	0.3540195281
1074	0.353885578
1075	0.3537564347
1076	0.3536345198
1077	0.3534862514
1078	0.3533464958
1079	0.3532581723
1080	0.3531352295
1081	0.3530391786
1082	0.3529059219
1083	0.3527881466
1084	0.3526679112
1085	0.352528983
1086	0.3524124707
1087	0.3522773118
1088	0.3521098929
1089	0.3520295158
1090	0.3518348156
1091	0.3517498098
1092	0.3516539996
1093	0.3514665943
1094	0.3513189022
1095	0.351108109
1096	0.3509894574
1097	0.350841145
1098	0.3507135833
1099	0.3505659181
1100	0.3504204044
1101	0.3502710023
1102	0.3501326811
1103	0.3499682431
1104	0.3498608008
1105	0.349726269
1106	0.3495615452
1107	0.3494106305
1108	0.3493289611
1109	0.3492306402
1110	0.3490900868
1111	0.3489845199
1112	0.3488327155
1113	0.3487548168
1114	0.3486545056
1115	0.3485372259
1116	0.3484514027
1117	0.3482953404
1118	0.3481837382
1119	0.348085975
1120	0.3479601122
1121	0.3478686575
1122	0.3477609052
1123	0.3476080662
1124	0.3474467277
1125	0.3473322232
1126	0.3472452417
1127	0.347123596
1128	0.3469486139
1129	0.3468476683
1130	0.3467501401
1131	0.3465736315
1132	0.3463839978
1133	0.3462394732
1134	0.3461395816
1135	0.3460201283
1136	0.3458645237
1137	0.3457087956
1138	0.3455932551
1139	0.3454836821
1140	0.3453409995
1141	0.3451998349
1142	0.3451090605
1143	0.3449571296
1144	0.3447389368
1145	0.3446163469
1146	0.3445024423
1147	0.3443220681
1148	0.3441992246
1149	0.3440796272
1150	0.343943384
1151	0.3438543824
1152	0.3436743628
1153	0.3434878825
1154	0.3433636246
1155	0.3432550528
1156	0.3430990644
1157	0.3429807866
1158	0.3428846749
1159	0.3427413951
1160	0.3426026763
1161	0.3423659189
1162	0.3422039014
1163	0.3420603466
1164	0.3419623079
1165	0.3418621485
1166	0.3416791881
1167	0.3415060173
1168	0.3413600866
1169	0.3412682728
1170	0.3411664967
1171	0.341036847
1172	0.3409015184
1173	0.3407494596
1174	0.3406292778
1175	0.3404473123
1176	0.3403210073
1177	0.3401454007
1178	0.3399897267
1179	0.3398230046
1180	0.3397236235
1181	0.33960899
1182	0.3394533444
1183	0.3393676809
1184	0.3391997726
1185	0.3390504686
1186	0.3388873525
1187	0.3387394385
1188	0.3385844216
1189	0.3384779082
1190	0.3383759847
1191	0.338216851
1192	0.33809344
1193	0.337928523
1194	0.3377878022
1195	0.3376986492
1196	0.3375678963
1197	0.33743467
1198	0.3373354543
1199	0.3372552342
1200	0.3371339267
1201	0.3369615913
1202	0.3368157372
1203	0.3366923457
1204	0.3365888489
1205	0.3364922303
1206	0.3363546766
1207	0.3362655772
1208	0.3361615203
1209	0.3360257873
1210	0.3358410334
1211	0.3356401339
1212	0.3355271804
1213	0.3353841137
1214	0.3352651506
1215	0.3351087672
1216	0.3349878346
1217	0.334854669
1218	0.3347045226
1219	0.3345442336
1220	0.3343551104
1221	0.3342196222
1222	0.3340612223
1223	0.3338777014
1224	0.3337456385
1225	0.3335736078
1226	0.3334135422
1227	0.3332505255
1228	0.3330782216
1229	0.3329337314
1230	0.3327735553
1231	0.3326350492
1232	0.3325322294
1233	0.3324021984
1234	0.3322204681
1235	0.3320774578
1236	0.3319201084
1237	0.3317943116
1238	0.3316987213
1239	0.3315978176
1240	0.3314887638
1241	0.3313605193
1242	0.3312311668
1243	0.3311076835
1244	0.3310051629
1245	0.3309021023
1246	0.3307721202
1247	0.3306523678
1248	0.3305049549
1249	0.3303627996
1250	0.3302120744
1251	0.3300395264
1252	0.3299145137
1253	0.329826834
1254	0.3296612951
1255	0.3295114199
1256	0.3293624788
1257	0.3292094976
1258	0.3291199422
1259	0.3289539082
1260	0.3288670852
1261	0.3287435489
1262	0.328554871
1263	0.3284272588
1264	0.3283140848
1265	0.3281701712
1266	0.3280363501
1267	0.3278224493
1268	0.327705192
1269	0.3275405172
1270	0.3274226875
1271	0.3273309945
1272	0.3272049302
1273	0.327111185
1274	0.326985148
1275	0.3268623257
1276	0.3267077789
1277	0.3265294965
1278	0.3264005415
1279	0.3262428747
1280	0.3260575519
1281	0.3259565589
1282	0.3258675941
1283	0.325687182
1284	0.3255077927
1285	0.3254227268
1286	0.3252176657
1287	0.3250363734
1288	0.3248987007
1289	0.3247057251
1290	0.3245975385
1291	0.3245164643
1292	0.3243515634
1293	0.3242095447
1294	0.3240203044
1295	0.3239244856
1296	0.323793704
1297	0.3236393118
1298	0.3235068775
1299	0.3233811411
1300	0.3233140919
1301	0.3231959487
1302	0.3230611768
1303	0.3228861355
1304	0.3227858299
1305	0.3226898181
1306	0.3224946054
1307	0.3223707219
1308	0.3222580022
1309	0.3221377205
1310	0.3219891305
1311	0.3218511485
1312	0.3217014853
1313	0.3216111654
1314	0.3214848904
1315	0.3214147677
1316	0.3212708595
1317	0.3211624181
1318	0.3209726352
1319	0.3208026096
1320	0.3207019927
1321	0.3206297514
1322	0.3205913516
1323	0.3204454106
1324	0.3202312025
1325	0.3201194128
1326	0.3199836519
1327	0.319867641
1328	0.3197545883
1329	0.3196514059
1330	0.3194812944
1331	0.3193609483
1332	0.3192107433
1333	0.3191130176
1334	0.318970182
1335	0.3188018242
1336	0.3186251923
1337	0.3184946721
1338	0.3183888189
1339	0.3181837421
1340	0.3179973151
1341	0.3178913316
1342	0.31776308
1343	0.3176086813
1344	0.3174815276
1345	0.3173153369
1346	0.3172709476
1347	0.3171914825
1348	0.3170381812
1349	0.3169517368
1350	0.31681454
1351	0.3167120178
1352	0.3165811569
1353	0.3164087663
1354	0.3162392554
1355	0.3160993622
1356	0.3159293449
1357	0.3157490062
1358	0.3155955819
1359	0.3154712082
1360	0.3154078615
1361	0.3152977202
1362	0.3151100124
1363	0.3149648883
1364	0.3148215942
1365	0.3146839898
1366	0.3146083224
1367	0.3144717385
1368	0.3143615058
1369	0.3142270016
1370	0.3140926803
1371	0.3140191487
1372	0.313949354
1373	0.3139331336
1374	0.3137607223
1375	0.3136392743
1376	0.313497857
1377	0.3133623757
1378	0.3132362277
1379	0.3130965398
1380	0.3130197714
1381	0.3129137736
1382	0.3128077309
1383	0.3127335582
1384	0.3125944588
1385	0.3124391992
1386	0.3123518198
1387	0.3121918226
1388	0.3120973411
1389	0.3119484294
1390	0.311905379
1391	0.3117796568
1392	0.31163169
1393	0.3114799053
1394	0.3113440135
1395	0.3111765997
1396	0.3110263823
1397	0.3109057441
1398	0.3107892213
1399	0.3106245329
1400	0.3104870788
1401	0.3103172648
1402	0.3101784446
1403	0.3100613438
1404	0.3098962243
1405	0.3097754816
1406	0.3096501384
1407	0.3095223039
1408	0.3094201456
1409	0.3093139355
1410	0.309172349
1411	0.3090185657
1412	0.3088891361
1413	0.3087843405
1414	0.3086248182
1415	0.3085134985
1416	0.3084345853
1417	0.3083138242
1418	0.3081738932
1419	0.3080152926
1420	0.3078408116
1421	0.3077228475
1422	0.307596445
1423	0.3074439
1424	0.3073238984
1425	0.3071550376
1426	0.3069857745
1427	0.3068918335
1428	0.3068543664
1429	0.3066736138
1430	0.3065245589
1431	0.3064016796
1432	0.3062884411
1433	0.3062022455
1434	0.3060756825
1435	0.3059559476
1436	0.3058370537
1437	0.305701699
1438	0.3056387321
1439	0.3055162325
1440	0.3054174785
1441	0.3053167797
1442	0.3052180099
1443	0.3051317391
1444	0.3050196507
1445	0.3048941659
1446	0.3048136004
1447	0.3047211617
1448	0.3045659022
1449	0.3044496072
1450	0.3043626652
1451	0.3042032787
1452	0.3040898476
1453	0.3040884898
1454	0.3039767348
1455	0.3038720847
1456	0.3037530836
1457	0.3036415812
1458	0.3035346737
1459	0.3034226416
1460	0.3033160958
1461	0.3031795252
1462	0.3030659461
1463	0.3029311165
1464	0.3028134514
1465	0.3026923616
1466	0.3025155274
1467	0.302370616
1468	0.3021927268
1469	0.302051946
1470	0.3019532158
1471	0.301854627
1472	0.3016135624
1473	0.3014647555
1474	0.3014306767
1475	0.3013097833
1476	0.3012691199
1477	0.3011768154
1478	0.3010822791
1479	0.3009070278
1480	0.3007889339
1481	0.3007174876
1482	0.3006537409
1483	0.3006523421
1484	0.3005528563
1485	0.3004538344
1486	0.3003450043
1487	0.3001719917
1488	0.3000717577
1489	0.2999494252
1490	0.2998537102
1491	0.2997276792
1492	0.2996442778
1493	0.2995353557
1494	0.2994203889
1495	0.2993789601
1496	0.2992947769
1497	0.2991849418
1498	0.2990848647
1499	0.2989560438
1500	0.2988741362
1501	0.2988709215
1502	0.2988243279
1503	0.2987029808
1504	0.2985596173
1505	0.2984447179
1506	0.2982774518
1507	0.2981284973
1508	0.2980424849
1509	0.297898253
1510	0.2978129555
1511	0.29771646
